#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B18F1D
#Date Time: 2026-07-09 06:21:06.341
#Sample rate: 8000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.31825,-0.9663023275357771
-0.318125,-0.985788264874409
-0.3180000000000001,-1.00090666453368
-0.317875,-1.014681206445467
-0.31775,-1.027783819483512
-0.317625,-1.038198717026566
-0.3175,-1.044246076890277
-0.317375,-1.047605721259007
-0.31725,-1.049957472317116
-0.317125,-1.04424607688979
-0.3170000000000001,0.02680854786035303
-0.316875,-0.07566060538586472
-0.31675,-0.1566280346722624
-0.316625,-0.2490182548122528
-0.3165,-0.3561909101747268
-0.316375,-0.4361504461504653
-0.31625,-0.5191336620580203
-0.316125,-0.6118598466349631
-0.3160000000000001,-0.6945070981056454
-0.315875,-0.7331430083460225
-0.31575,-0.754308767869042
-0.315625,-0.8208297263698351
-0.3155,-0.8755919295801324
-0.315375,-0.9273304528585423
-0.31525,-0.9609268965458115
-0.315125,-0.9800768694475706
-0.3150000000000001,-0.9951952691068418
-0.314875,-1.010985597639866
-0.31475,-1.023752246241039
-0.314625,-1.03517503709471
-0.3145,-1.041222396958423
-0.314375,-1.044918005764025
-0.31425,-1.048949579006497
-0.314125,-1.048949579006495
-0.3140000000000001,-1.045253970200896
-0.313875,-0.981420727195055
-0.31375,-0.808063077768619
-0.313625,-0.7022342801537208
-0.3135,-0.6676299431558012
-0.313375,-0.6313457839735307
-0.31325,-0.5880063716169535
-0.313125,-0.5443309948234601
-0.3130000000000001,-0.4929284359819384
-0.312875,-0.4398460549560288
-0.31275,-0.3820601718138724
-0.312625,-0.3225944664874059
-0.3125,-0.2580892946077892
-0.312375,-0.1912323716700924
-0.31225,-0.1230315909849359
-0.312125,-0.05382291698909632
-0.3120000000000001,0.01975329468602329
-0.311875,0.115839123631657
-0.31175,0.2152845969460477
-0.311625,0.2781099466412412
-0.3115,0.3453028340158383
-0.311375,0.4071202904004416
-0.31125,0.4686017823481443
-0.311125,0.5284034521115371
-0.3110000000000001,0.5861893352536401
-0.310875,0.638599787405804
-0.31075,0.6896663818104977
-0.310625,0.7363654385358019
-0.3105,0.7800408153292896
-0.310375,0.8193486544434104
-0.31025,0.8539529914412977
-0.310125,0.8851976840704848
-0.3100000000000001,0.9127467678940456
-0.309875,0.9339125274170348
-0.30975,0.9510467136975556
-0.309625,0.9634773978618452
-0.3095,0.9705326510361754
-0.309375,0.9715405443467927
-0.30925,0.9698607221624292
-0.309125,0.9604537179299836
-0.3090000000000001,0.9473511048919486
-0.308875,0.9275292031164508
-0.30875,0.9040116925353374
-0.308625,0.872766999906177
-0.3085,0.8368188051607643
-0.308375,0.7968390371728916
-0.30825,0.7474522649526057
-0.308125,0.6930260261791802
-0.3080000000000001,0.638599787405804
-0.307875,0.5761104021474548
-0.30775,0.5055578704041265
-0.307625,0.4376930541558426
-0.3075,0.3644528069175238
-0.307375,0.2797897688255666
-0.30725,0.1944548018599027
-0.307125,0.1155031591947429
-0.3070000000000001,0.02479276123911597
-0.306875,-0.0770044631333561
-0.30675,-0.158643821293499
-0.306625,-0.2500261481228713
-0.3065,-0.356526874611601
-0.306375,-0.4395100905191945
-0.30625,-0.5241731286111129
-0.306125,-0.6158914198774373
-0.306,-0.6988746357849923
-0.305875,-0.7354947594041324
-0.30575,-0.755316661179661
-0.305625,-0.8228455129910722
-0.3055,-0.8776077162013699
-0.305375,-0.9303541327903979
-0.30525,-0.9639505764776671
-0.305125,-0.9831005493794266
-0.305,-0.9992268423493158
-0.304875,-1.014345242008594
-0.30475,-1.028119783920386
-0.304625,-1.039206610337184
-0.3045,-1.045589934637771
-0.304375,-1.050629401190863
-0.30425,-1.054325009996463
-0.304125,-1.053989045559588
-0.304,-1.051301330064607
-0.303875,-0.9871321226218934
-0.30375,-0.8131025443217126
-0.303625,-0.7096254977649233
-0.3035,-0.6756930896407494
-0.303375,-0.6390729660216061
-0.30325,-0.5957335536650289
-0.303125,-0.5503783546871717
-0.303,-0.4996477247193952
-0.302875,-0.4465653436934857
-0.30275,-0.3881075316775835
-0.302625,-0.3283058619142443
-0.3025,-0.2631287611608813
-0.3023750000000001,-0.1949279804757247
-0.30225,-0.1260552709167915
-0.302125,-0.05785449023157031
-0.302,0.01605768588042199
-0.301875,0.1131514081366742
-0.30175,0.2132688103248114
-0.301625,0.2777739822043683
-0.3015,0.344630905142093
-0.3013750000000001,0.4074562548372865
-0.30125,0.4709535334062542
-0.301125,0.5307552031696467
-0.301,0.5882051218748772
-0.300875,0.6416234673376831
-0.30075,0.6930260261792268
-0.300625,0.7410689406520218
-0.3005,0.7867601040667462
-0.3003750000000001,0.8253960143071059
-0.30025,0.8613442090525003
-0.300125,0.8919169728079412
-0.3,0.9184581633208839
-0.299875,0.9399598872807542
-0.29975,0.9577660024350116
-0.299625,0.968180899978065
-0.2995,0.9749001887155224
-0.2993750000000001,0.9759080820261404
-0.29925,0.9732203665311577
-0.299125,0.9634773978618387
-0.299,0.9493668915131857
-0.298875,0.9288730608639311
-0.29875,0.9043476569722101
-0.298625,0.872766999906177
-0.2985,0.8364828407238916
-0.2983750000000001,0.7965030727360412
-0.29825,0.7498040160107157
-0.298125,0.694033919489799
-0.298,0.6402796095901682
-0.297875,0.5791340820792783
-0.29775,0.5085815503359821
-0.297625,0.4407167340876982
-0.2975,0.3661326291018874
-0.2973750000000001,0.2801257332624782
-0.29725,0.1964705884811398
-0.297125,0.1171829813791068
-0.297,0.0258006545497345
-0.296875,-0.07868428531775744
-0.29675,-0.1603236434778629
-0.296625,-0.2510340414334899
-0.2965,-0.3595505545434562
-0.2963750000000001,-0.4418618415772659
-0.29625,-0.5245090930479858
-0.296125,-0.6175712420618015
-0.296,-0.7002184935324837
-0.295875,-0.7378465104622525
-0.29575,-0.7600201632958813
-0.295625,-0.8285569084179105
-0.2955,-0.8836550760650803
-0.2953750000000001,-0.9347216704697295
-0.29525,-0.9679821497201413
-0.295125,-0.9878040514956465
-0.295,-1.004266308902409
-0.294875,-1.021064530746056
-0.29475,-1.03215135716286
-0.294625,-1.043238183579659
-0.2945,-1.050629401190863
-0.2943750000000001,-1.054996938870208
-0.29425,-1.059028512112682
-0.294125,-1.058356583238936
-0.294,-1.0563407966177
-0.293875,-0.9901558025536699
-0.29375,-0.8161262242535682
-0.293625,-0.7126491776967789
-0.2935,-0.680060627320096
-0.2933750000000001,-0.6427685748272272
-0.29325,-0.5994291624706302
-0.293125,-0.5560897501140103
-0.293,-0.5056950845831064
-0.292875,-0.4509328813728061
-0.29275,-0.3924750693569302
-0.292625,-0.3320014707198455
-0.2925,-0.2674962988402287
-0.2923750000000001,-0.2003034114656903
-0.29225,-0.1307587730330113
-0.292125,-0.06087817016342592
-0.292,0.01303400594856639
-0.291875,0.1114715859523543
-0.29175,0.2089012726454644
