#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B18F1D
#Date Time: 2026-07-09 05:34:56.709
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
0.09021071428571427,0.05973306267389186,-0.00217656730778721
0.09023571428571428,0.07619532008066875,-0.002176567307787057
0.09026071428571428,0.09265757748743067,-0.001841207775114365
0.09028571428571427,0.1097917637679458,-0.001170488709768676
0.09031071428571427,0.1262540211747152,-0.000835129177095831
0.09033571428571427,0.1423803141446117,-0.0004997696444229864
0.09036071428571428,0.1581706426776427,-0.000835129177096136
0.09038571428571428,0.1739609712106592,-0.001505848242441521
0.09041071428571427,0.1900872641805558,-0.002511926840460055
0.09043571428571427,0.2062135571504523,-0.002847286373132899
0.09046071428571427,0.2226758145572217,-0.002847286373132899
0.09048571428571428,0.2388021075271255,-0.002511926840460055
0.09051071428571428,0.254592436060142,-0.002511926840460055
0.09053571428571427,0.26971083571942,-0.003182645905805744
0.09056071428571427,0.284829235378698,-0.003518005438478589
0.09058571428571427,0.2999476350379761,-0.002847286373132899
0.09061071428571428,0.3147300702603883,-0.001841207775113908
0.09063571428571428,0.3301844343565321,-0.000835129177095831
0.09066071428571428,0.3446309051420645,-0.0004997696444229864
0.09068571428571427,0.358741411490724,-0.0004997696444229864
0.09071071428571427,0.3731878822762563,-0.001170488709768676
0.09073571428571428,0.3866264597511767,-0.001841207775114518
0.09076071428571428,0.4010729305367025,-0.00217656730778721
0.09078571428571428,0.4148474724484891,-0.002511926840460055
0.09081071428571427,0.4289579787971486,-0.002847286373132899
0.09083571428571427,0.4427325207089353,-0.002847286373132899
0.09086071428571428,0.4561710981838549,-0.00251192684045975
0.09088571428571428,0.4689377467850172,-0.001841207775114365
0.09091071428571428,0.4803605376386939,-0.000835129177095831
0.09093571428571427,0.4921192929292434,-0.0001644101117501417
0.09096071428571427,0.5045499770935388,-0.0004997696444229864
0.09098571428571428,0.5173166256947135,-0.0008351291770956785
0.09101071428571428,0.5317630964802392,-0.0004997696444229864
0.09103571428571428,0.5445297450814074,-0.0001644101117501417
0.09106071428571427,0.5576323581194483,-0.0001644101117501417
0.09108571428571427,0.5693911134099979,-0.000835129177095831
0.09111071428571427,0.5808139042636694,-0.001505848242441216
