#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B18F1D
#Date Time: 2026-07-09 05:33:59.611
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
0.09020284090909091,0.1323013810384264,-0.001841207775114365
0.09022784090909092,0.1464118873870923,-0.001841207775114365
0.09025284090909091,0.1605223937357454,-0.001841207775114365
0.09027784090909091,0.174296935647532,-0.001841207775114365
0.09030284090909091,0.1884074419961915,-0.001841207775114365
0.09032784090909091,0.202517948344851,-0.001841207775114365
0.09035284090909092,0.2173003835672629,-0.00217656730778721
0.09037784090909091,0.2320828187896614,-0.00217656730778721
0.09040284090909091,0.245857360701448,-0.00217656730778721
0.09042784090909091,0.2603038314869803,-0.001841207775114365
0.09045284090909091,0.274078373398767,-0.00217656730778721
0.09047784090909092,0.2881888797474328,-0.001841207775114365
0.09050284090909091,0.3019634216592131,-0.001841207775114365
0.09052784090909091,0.3150660346972541,-0.001841207775114365
0.09055284090909091,0.3288405766090408,-0.001841207775114365
0.09057784090909091,0.3419431896470817,-0.00217656730778721
0.09060284090909092,0.3553817671220018,-0.002176567307787515
0.09062784090909091,0.3691563090337822,-0.002847286373132899
0.09065284090909091,0.3819229576349503,-0.002847286373132899
0.09067784090909091,0.3953615351098641,-0.003182645905805744
0.09070284090909091,0.408464148147905,-0.002847286373132899
0.09072784090909092,0.4215667611859523,-0.003182645905805592
0.09075284090909091,0.4353413030977327,-0.002847286373132899
0.09077784090909091,0.4474360228251551,-0.00217656730778721
0.09080284090909091,0.4608746003000689,-0.00217656730778721
0.09082784090909091,0.473641248901237,-0.001505848242441521
0.09085284090909092,0.4860719330655382,-0.001505848242441521
0.09087784090909092,0.4991745461035732,-0.001505848242441521
0.09090284090909091,0.51059733695725,-0.001841207775114365
0.09092784090909091,0.5223560922477996,-0.001841207775114365
0.09095284090909091,0.5334429186646035,-0.001841207775114365
0.09097784090909092,0.5445297450814127,-0.001505848242441673
0.09100284090909092,0.556288500371957,-0.001841207775114365
0.09102784090909091,0.567039362351888,-0.001505848242441521
0.09105284090909091,0.5787981176424376,-0.001841207775114365
0.09107784090909091,0.5902209084961143,-0.001841207775114365
0.0911028409090909,0.6019796637866586,-0.001505848242441673
0.09112784090909092,0.6144103479509592,-0.001505848242441521
0.09115284090909091,0.6258331388046359,-0.001505848242441521
0.09117784090909091,0.6375918940951855,-0.001505848242441521
0.09120284090909091,0.6483427560751165,-0.001505848242441521
0.0912278409090909,0.6590936180550426,-0.001505848242441521
0.09125284090909092,0.6698444800349785,-0.001170488709768676
0.09127784090909091,0.6792514842674182,-0.001505848242441521
0.09130284090909091,0.6896663818104765,-0.001505848242441521
0.09132784090909091,0.6994093504797889,-0.001505848242441521
0.0913528409090909,0.7098242480228424,-0.001841207775114213
0.09137784090909092,0.7205751100027782,-0.001841207775114365
0.09140284090909091,0.7299821142352179,-0.00217656730778721
0.09142784090909091,0.7407329762151489,-0.001841207775114365
0.09145284090909091,0.7501399804475886,-0.001505848242441521
0.0914778409090909,0.7595469846800239,-0.001505848242441521
0.09150284090909092,0.7699618822230864,-0.001505848242441521
0.09152784090909091,0.7786969575817804,-0.001505848242441521
0.09155284090909091,0.78810396181422,-0.001505848242441521
0.09157784090909091,0.7971750016097868,-0.001505848242441521
0.0916028409090909,0.8059100769684768,-0.002176567307786905
0.09162784090909092,0.8156530456377934,-0.002511926840460055
0.09165284090909091,0.8233802276858688,-0.002847286373132899
0.09167784090909091,0.8321153030445627,-0.002847286373132899
0.09170284090909091,0.8395065206557654,-0.003182645905805744
0.0917278409090909,0.8468977382669646,-0.003182645905805744
